"","year","species_name","log_mean_cpue"
"131",1990,"pink shrimp (or northern shrimp)",2.64645270540376
"132",1990,"spiny dogfish shark",-4.60517018598809
"133",1990,"walleye pollock",6.23547727160199
"134",1991,"capelin",-2.49898713435964
"135",1991,"eulachon",-3.19562549355076
"136",1991,"jellyfish",3.15989757431127
"137",1991,"Pacific cod",3.40971689640669
"138",1991,"pink shrimp (or northern shrimp)",2.84582571861329
"139",1991,"spiny dogfish shark",-4.60517018598809
"140",1991,"walleye pollock",5.98751376439721
"141",1992,"capelin",-4.25964811384696
"142",1992,"eulachon",-3.48601282437384
"143",1992,"jellyfish",2.92710321574895
"144",1992,"Pacific cod",4.34783854116531
"145",1992,"pink shrimp (or northern shrimp)",2.06038381869172
"146",1992,"spiny dogfish shark",-4.60517018598809
"147",1992,"walleye pollock",5.30209823278416
"148",1993,"capelin",-4.41755961044235
"149",1993,"eulachon",-3.71168294313151
"150",1993,"jellyfish",2.25134442880045
"151",1993,"Pacific cod",3.50052660924951
"152",1993,"pink shrimp (or northern shrimp)",0.832298264462292
"153",1993,"spiny dogfish shark",-4.60517018598809
"154",1993,"walleye pollock",5.15588355563632
"155",1994,"capelin",-4.23047673654668
"156",1994,"eulachon",-3.41954652033035
"157",1994,"jellyfish",1.356537812055
"158",1994,"Pacific cod",3.55874488315543
"159",1994,"pink shrimp (or northern shrimp)",-0.412970475775792
"160",1994,"spiny dogfish shark",-4.60517018598809
"161",1994,"walleye pollock",5.41156893849227
"162",1995,"capelin",-4.24415684045076
"163",1995,"eulachon",-3.59752967552571
"164",1995,"jellyfish",2.21032677326285
"165",1995,"Pacific cod",3.76948721950359
"166",1995,"pink shrimp (or northern shrimp)",-0.431920686854018
"167",1995,"spiny dogfish shark",-4.60517018598809
"168",1995,"walleye pollock",5.21286130117314
"169",1996,"capelin",-4.59569144203355
"170",1996,"eulachon",-3.9025442614736
"171",1996,"jellyfish",1.74747580219648
"172",1996,"Pacific cod",4.02195306480034
"173",1996,"pink shrimp (or northern shrimp)",1.65456605076613
"174",1996,"spiny dogfish shark",-4.60517018598809
"175",1996,"walleye pollock",4.48967381962385
"176",1997,"capelin",-3.25356138285609
"177",1997,"eulachon",-3.93501252365284
"178",1997,"jellyfish",0.745610245045053
"179",1997,"Pacific cod",4.51714341763003
"180",1997,"pink shrimp (or northern shrimp)",0.430157720698536
"181",1997,"spiny dogfish shark",-4.60517018598809
"182",1997,"walleye pollock",5.21422404194888
"183",1998,"capelin",-3.74496892076498
"184",1998,"eulachon",-2.74038558174515
"185",1998,"jellyfish",0.962827276298067
"186",1998,"Pacific cod",3.43019703967407
"187",1998,"pink shrimp (or northern shrimp)",0.685160828927295
"188",1998,"spiny dogfish shark",-2.60861630411402
"189",1998,"walleye pollock",5.80676562115553
"190",1999,"capelin",-4.60517018598809
"191",1999,"eulachon",-2.61480827436194
"192",1999,"jellyfish",-0.98935030274366
"193",1999,"Pacific cod",3.35089243442429
"194",1999,"pink shrimp (or northern shrimp)",0.286681572118197
"195",1999,"spiny dogfish shark",-4.60517018598809
"196",1999,"walleye pollock",5.31379022392192
"197",2000,"capelin",-4.60517018598809
"198",2000,"eulachon",-3.53732955598674
"199",2000,"jellyfish",1.69478123232303
"200",2000,"Pacific cod",2.36905356875235
"201",2000,"pink shrimp (or northern shrimp)",0.714285813398867
"202",2000,"spiny dogfish shark",-4.60517018598809
"203",2000,"walleye pollock",4.84354980398127
"204",2001,"capelin",-4.40037577334208
"205",2001,"eulachon",-3.72592072579429
"206",2001,"jellyfish",0.392963039491154
"207",2001,"Pacific cod",3.37122228065909
"208",2001,"pink shrimp (or northern shrimp)",-0.0460439385014067
"209",2001,"spiny dogfish shark",-4.60517018598809
"210",2001,"walleye pollock",5.41171098481178
"211",2002,"capelin",-4.60517018598809
"212",2002,"eulachon",-3.12356563975816
"213",2002,"jellyfish",1.68726277736804
"214",2002,"Pacific cod",-0.97994075556278
"215",2002,"pink shrimp (or northern shrimp)",0.703119588506074
"216",2002,"spiny dogfish shark",-4.60517018598809
"217",2002,"walleye pollock",4.06685916868533
"218",2003,"capelin",-4.60517018598809
"219",2003,"eulachon",-2.77347800642467
"220",2003,"jellyfish",0.279397852864083
"221",2003,"Pacific cod",2.90379971648772
"222",2003,"pink shrimp (or northern shrimp)",-0.951486223777816
"223",2003,"spiny dogfish shark",-4.60517018598809
"224",2003,"walleye pollock",4.29870842952187
"225",2004,"capelin",-3.25827837273423
"226",2004,"eulachon",-4.52652705866898
"227",2004,"jellyfish",-0.454559864115526
"228",2004,"Pacific cod",3.80521700111034
"229",2004,"pink shrimp (or northern shrimp)",0.497270530830584
"230",2004,"spiny dogfish shark",-4.60517018598809
"231",2004,"walleye pollock",5.82097678485921
"232",2005,"capelin",-3.58453512627799
"233",2005,"eulachon",-2.034368731031
"234",2005,"jellyfish",3.92390093779442
"235",2005,"Pacific cod",2.28809034567115
"236",2005,"pink shrimp (or northern shrimp)",1.28118957314588
"237",2005,"spiny dogfish shark",-4.60517018598809
"238",2005,"walleye pollock",5.27267134713662
"239",2006,"capelin",-4.00794349463558
"240",2006,"eulachon",-3.99483954838366
"241",2006,"jellyfish",3.26309776637247
"242",2006,"Pacific cod",2.51020882461092
"243",2006,"pink shrimp (or northern shrimp)",-0.506507283012854
"244",2006,"spiny dogfish shark",-4.60517018598809
"245",2006,"walleye pollock",6.15309079364159
"246",2007,"capelin",-4.60517018598809
"247",2007,"eulachon",-1.85338678088209
"248",2007,"jellyfish",3.86770188960117
"249",2007,"Pacific cod",2.12674250769864
"250",2007,"pink shrimp (or northern shrimp)",-0.928929222340754
"251",2007,"spiny dogfish shark",-4.60517018598809
"252",2007,"walleye pollock",5.44025627399629
"253",2008,"capelin",-4.41503961650536
"254",2008,"eulachon",-3.22277841479787
"255",2008,"jellyfish",3.33030671034517
"256",2008,"Pacific cod",1.31640823813007
"257",2008,"pink shrimp (or northern shrimp)",-0.076723063556891
"258",2008,"spiny dogfish shark",-4.60517018598809
"259",2008,"walleye pollock",6.60924410951985
"260",2009,"capelin",-4.2448188994356
"261",2009,"eulachon",-3.02139607910519
"262",2009,"jellyfish",3.07306950046145
"263",2009,"Pacific cod",3.39180676908456
"264",2009,"pink shrimp (or northern shrimp)",1.92789572633242
"265",2009,"spiny dogfish shark",-1.28193436297897
"266",2009,"walleye pollock",5.14880549565613
"267",2010,"capelin",-3.8361804162762
"268",2010,"eulachon",-0.863456738220092
"269",2010,"jellyfish",3.78994541927736
"270",2010,"Pacific cod",3.39562185951467
"271",2010,"pink shrimp (or northern shrimp)",1.52224352405551
"272",2010,"spiny dogfish shark",-4.60517018598809
"273",2010,"walleye pollock",4.59476852859959
"274",2011,"capelin",-4.36333548566315
"275",2011,"eulachon",-0.51782307737126
"276",2011,"jellyfish",2.99000182925201
"277",2011,"Pacific cod",2.37873098695681
"278",2011,"pink shrimp (or northern shrimp)",0.629844117838759
"279",2011,"spiny dogfish shark",-4.60517018598809
"280",2011,"walleye pollock",5.14109658622365
"281",2012,"capelin",-3.72746506606555
"282",2012,"eulachon",-2.85118569111596
"283",2012,"jellyfish",4.20779374620328
"284",2012,"Pacific cod",3.9217143778747
"285",2012,"pink shrimp (or northern shrimp)",1.64584134163202
"286",2012,"spiny dogfish shark",-4.60517018598809
"287",2012,"walleye pollock",3.58254632369448
"288",2013,"capelin",-4.60517018598809
"289",2013,"eulachon",-3.26017200412939
"290",2013,"jellyfish",3.84395135417516
"291",2013,"Pacific cod",3.54846729525295
"292",2013,"pink shrimp (or northern shrimp)",0.521306272542029
"293",2013,"spiny dogfish shark",-4.60517018598809
"294",2013,"walleye pollock",5.53950275758223
"295",2014,"capelin",-4.60517018598809
"296",2014,"eulachon",0.00233855832437728
"297",2014,"jellyfish",3.52368076230604
"298",2014,"Pacific cod",2.27367108187843
"299",2014,"pink shrimp (or northern shrimp)",-0.141722460782397
"300",2014,"spiny dogfish shark",-4.60517018598809
"301",2014,"walleye pollock",5.82231029345319
"302",2015,"capelin",-4.60517018598809
"303",2015,"eulachon",-3.66912374637931
"304",2015,"jellyfish",3.7941038837887
"305",2015,"Pacific cod",3.61693355273815
"306",2015,"pink shrimp (or northern shrimp)",0.515738213541748
"307",2015,"spiny dogfish shark",-4.60517018598809
"308",2015,"walleye pollock",5.63125059718508
"309",2017,"capelin",-4.60517018598809
"310",2017,"eulachon",-2.44558978741105
"311",2017,"jellyfish",4.14074894617191
"312",2017,"Pacific cod",2.66496871139976
"313",2017,"pink shrimp (or northern shrimp)",-0.399824794624489
"314",2017,"spiny dogfish shark",-4.60517018598809
"315",2017,"walleye pollock",5.43298007992534
"316",2018,"capelin",-4.60517018598809
"317",2018,"eulachon",-3.68438954884108
"318",2018,"jellyfish",1.83306734568856
"319",2018,"Pacific cod",2.59454550030539
"320",2018,"pink shrimp (or northern shrimp)",2.30018972639278
"321",2018,"spiny dogfish shark",-4.60517018598809
"322",2018,"walleye pollock",5.30918330533203
"323",2019,"capelin",-4.60517018598809
"324",2019,"eulachon",-4.60517018598809
"325",2019,"jellyfish",3.45658123579086
"326",2019,"Pacific cod",2.19597379543457
"327",2019,"pink shrimp (or northern shrimp)",3.31493526935817
"328",2019,"spiny dogfish shark",-4.60517018598809
"329",2019,"walleye pollock",4.45471263648538
"330",2021,"capelin",-4.60517018598809
"331",2021,"eulachon",-3.27214475374754
"332",2021,"jellyfish",4.92332732767378
"333",2021,"Pacific cod",2.12885651061811
"334",2021,"pink shrimp (or northern shrimp)",1.56985213265211
"335",2021,"spiny dogfish shark",-4.60517018598809
"336",2021,"walleye pollock",5.98462936538552
"337",2022,"capelin",-4.60517018598809
"338",2022,"eulachon",-4.60517018598809
"339",2022,"jellyfish",1.96226847620381
"340",2022,"Pacific cod",2.05380316949982
"341",2022,"pink shrimp (or northern shrimp)",0.553612087452546
"342",2022,"spiny dogfish shark",-4.60517018598809
"343",2022,"walleye pollock",4.75693931789431
