"","year","species_name","log_mean_cpue"
"200",2014,"Pacific cod",2.3219219006215
"201",2014,"pink shrimp (or northern shrimp)",2.73568566473129
"202",2014,"spiny dogfish shark",1.71986060777475
"203",2014,"walleye pollock",6.22429250529114
"204",2015,"capelin",-4.60517018598809
"205",2015,"eulachon",1.68372656875291
"206",2015,"jellyfish",2.48129185853862
"207",2015,"Pacific cod",2.49010145757308
"208",2015,"pink shrimp (or northern shrimp)",3.60014029287341
"209",2015,"spiny dogfish shark",1.85922338503727
"210",2015,"walleye pollock",4.8793813271815
"211",2016,"capelin",-4.60517018598809
"212",2016,"eulachon",1.61605944149514
"213",2016,"jellyfish",2.56378905690126
"214",2016,"Pacific cod",2.99595098425706
"215",2016,"pink shrimp (or northern shrimp)",4.49403984978249
"216",2016,"spiny dogfish shark",1.17248211841205
"217",2016,"walleye pollock",4.69792896758118
"218",2017,"capelin",-4.60517018598809
"219",2017,"eulachon",0.0511564100193129
"220",2017,"jellyfish",-0.233967544949588
"221",2017,"Pacific cod",1.7546199222786
"222",2017,"pink shrimp (or northern shrimp)",3.5838411087759
"223",2017,"spiny dogfish shark",0.857601735525475
"224",2017,"walleye pollock",4.99676479190228
"225",2018,"capelin",-4.60517018598809
"226",2018,"eulachon",0.678515660015227
"227",2018,"jellyfish",1.35975465307353
"228",2018,"Pacific cod",1.70905697746281
"229",2018,"pink shrimp (or northern shrimp)",4.40102057109714
"230",2018,"spiny dogfish shark",-0.468005626583063
"231",2018,"walleye pollock",3.69658531257683
"232",2019,"capelin",-4.60517018598809
"233",2019,"eulachon",-4.60517018598809
"234",2019,"jellyfish",2.83503668076708
"235",2019,"Pacific cod",3.51466073052066
"236",2019,"pink shrimp (or northern shrimp)",4.66961760922637
"237",2019,"spiny dogfish shark",0.864997437486605
"238",2019,"walleye pollock",3.98132166349095
"239",2020,"capelin",-4.60517018598809
"240",2020,"eulachon",-1.67222558624739
"241",2020,"jellyfish",2.0403869575835
"242",2020,"Pacific cod",2.99680312855548
"243",2020,"pink shrimp (or northern shrimp)",4.55663024051135
"244",2020,"spiny dogfish shark",1.05381414576822
"245",2020,"walleye pollock",5.27265627620588
"246",2022,"capelin",-4.60517018598809
"247",2022,"eulachon",-1.51469607592441
"248",2022,"jellyfish",0.567491833159869
"249",2022,"Pacific cod",2.22529899903397
"250",2022,"pink shrimp (or northern shrimp)",3.22443782821011
"251",2022,"spiny dogfish shark",0.770686758015363
"252",2022,"walleye pollock",4.49890940410109
